epoch,loss,val_loss
0,0.0305669319443,0.0271560348825
1,0.0280925098866,0.0273750853263
2,0.0272830646696,0.027286170257
3,0.0268470036743,0.0298135042747
4,0.0265850491693,0.030218990542
5,0.026387960749,0.027734244262
6,0.0261191867547,0.0245074164243
7,0.0253244236337,0.0238755022143
8,0.0254741250943,0.0259532117165
9,0.0257364218512,0.0238589335204
